Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Total Sales,Rating
Regular,FDI04,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.127660257,,198.5426,4
Regular,FDL28,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0,,230.0668,4
Regular,FDQ40,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.063079544,,175.7712,4
Regular,FDR52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.133144259,,190.8846,4
Regular,FDV16,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.145200948,,35.4558,4
Regular,FDX52,Frozen Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.073541072,,192.282,4
Regular,FDA55,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.099780431,,225.2088,4
Regular,FDC21,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.075215349,,108.4254,4
Regular,FDL32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.214423791,,111.6544,4
Regular,FDN56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.187443314,,145.8786,4
Regular,FDR31,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.086077865,,143.8102,4
Regular,FDS44,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.27321283,,240.9538,4
Regular,FDU20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.037569401,,120.7098,4
Regular,FDV19,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.06173052,,159.1578,4
Regular,FDW32,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.165101585,,87.7882,4
Regular,FDX31,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0,,234.7958,4
Regular,FDY56,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.109274313,,225.3062,4
Regular,FDZ07,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.164391573,,62.8194,4
Regular,FDM27,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.277459381,,156.3946,4
Regular,FDO15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.014998914,,72.4038,4
Regular,FDP51,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.149305497,,119.6124,4
Regular,FDQ03,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.136592891,,238.0248,4
Regular,FDT15,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.074729835,,183.795,4
Regular,FDT51,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.019117392,,110.6544,4
Regular,FDV27,Meat,1998,OUT019,Tier 1,Small,Grocery Store,0.070017381,,89.3514,4
Regular,FDG21,Seafood,1998,OUT019,Tier 1,Small,Grocery Store,0.256152243,,151.005,4
Regular,FDG33,Seafood,1998,OUT019,Tier 1,Small,Grocery Store,0.245542627,,172.2764,4
Regular,FDJ57,Seafood,1998,OUT019,Tier 1,Small,Grocery Store,0,,184.3582,4
Regular,FDB58,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.02363057,,141.7154,4
Regular,FDC34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.302478871,,155.4972,4
Regular,FDG46,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.057620562,,115.4518,4
Regular,FDP21,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.045068892,,190.8872,4
Regular,FDU21,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.134327613,,35.0558,4
Regular,FDY34,Snack Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.019227816,,163.9842,4
Regular,DRA59,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.223985293,,186.2924,4
Regular,DRL01,Soft Drinks,1998,OUT019,Tier 1,Small,Grocery Store,0.13511877,,232.9958,4
Regular,FDB23,Starchy Foods,1998,OUT019,Tier 1,Small,Grocery Store,0.00978492,,225.9062,4
low fat,FDZ48,Baking Goods,1998,OUT019,Tier 1,Small,Grocery Store,0.132995494,,113.5544,4
low fat,FDP25,Canned,1998,OUT019,Tier 1,Small,Grocery Store,0.037131628,,216.4824,4
low fat,FDC20,Fruits and Vegetables,1998,OUT019,Tier 1,Small,Grocery Store,0.041970938,,55.4272,4
low fat,NCP55,Others,1998,OUT019,Tier 1,Small,Grocery Store,0.019592289,,56.9614,4
LF,FDS13,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.124506117,6.465,264.7884,4
LF,FDX25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.102055777,16.7,184.0292,4
LF,FDZ38,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.008001018,17.6,170.4422,4
LF,FDT40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.095795326,5.985,128.4678,4
LF,FDE29,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.143129124,8.905,58.8878,4
LF,FDO40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.032628111,17.1,148.7392,4
LF,FDD20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020714523,14.15,124.2046,4
LF,FDU56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.044414056,16.85,182.4266,4
LF,FDG32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.175995526,19.85,224.0772,4
LF,NCM29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.017642229,11.5,131.8626,4
LF,FDC11,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.141792841,20.5,89.7172,4
Low Fat,FDW23,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082012293,5.765,37.5164,4
Low Fat,FDK36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.007215314,7.09,47.6034,4
Low Fat,FDF12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.082427854,8.235,149.3076,4
Low Fat,FDX24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013929059,8.355,94.1462,4
Low Fat,FDK24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.101294945,9.195,46.2744,4
Low Fat,FDT60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.07554831,12,121.9388,4
Low Fat,FDA48,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.11487406,12.1,221.4114,4
Low Fat,FDY36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.009410528,12.3,73.738,4
Low Fat,FDN12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.081103929,15.6,112.3544,4
Low Fat,FDH24,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.021431134,20.7,157.0288,4
Low Fat,FDU35,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0,6.44,98.27,4
Low Fat,FDX59,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.051661272,10.195,33.3558,4
Low Fat,FDV59,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048027043,13.35,218.9166,4
Low Fat,FDP11,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.069100548,15.85,216.6166,4
Low Fat,FDO25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.127449031,6.3,210.527,4
Low Fat,FDT25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.050750977,7.5,122.2072,4
Low Fat,FDR49,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.139228412,8.71,49.5376,4
Low Fat,FDC26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.126383094,10.195,112.1886,4
Low Fat,FDS01,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.017744999,11.6,177.9686,4
Low Fat,FDY25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033974436,12,181.8976,4
Low Fat,FDB51,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038454076,6.92,61.5852,4
Low Fat,DRG27,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.105110692,8.895,41.1138,4
Low Fat,FDY14,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.070040195,10.3,263.0226,4
Low Fat,FDR14,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.174049032,11.65,52.9298,4
Low Fat,FDI15,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.141352562,13.8,264.1884,4
Low Fat,DRG39,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.042180995,14.15,52.0982,4
Low Fat,FDV50,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.122571209,14.3,122.373,4
Low Fat,DRF51,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.165838224,15.75,36.6506,4
Low Fat,FDD39,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.070154899,16.7,218.185,4
Low Fat,FDS50,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055433377,17,221.1114,4
Low Fat,DRE03,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.024226902,19.6,48.7718,4
Low Fat,FDX50,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074627201,20.1,110.3228,4
Low Fat,DRJ39,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.036326064,20.25,220.1482,4
Low Fat,FDO16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015108194,5.48,83.725,4
Low Fat,FDN40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,5.88,154.2998,4
Low Fat,FDF16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.086132373,7.3,148.8076,4
Low Fat,FDK04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052312034,7.36,58.5588,4
Low Fat,FDU04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,7.93,121.8414,4
Low Fat,FDJ16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.114885647,9.195,59.6246,4
Low Fat,FDZ04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.037955094,9.31,62.151,4
Low Fat,FDH16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052555346,10.5,89.683,4
Low Fat,FDJ53,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.071257912,10.5,121.3098,4
Low Fat,FDD28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.053296868,10.695,59.6904,4
Low Fat,FDF41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.131179812,12.15,245.246,4
Low Fat,FDX40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.098993139,12.85,39.3164,4
Low Fat,FDB17,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.036672107,13.15,182.5976,4
Low Fat,FDP04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013812772,15.35,64.7168,4
Low Fat,FDC41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.116913245,15.6,78.167,4
Low Fat,FDM28,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045203854,15.7,180.266,4
Low Fat,FDV40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.014691784,17.35,74.1038,4
Low Fat,FDZ52,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.100074524,19.2,110.2886,4
Low Fat,FDU40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.037403973,20.85,192.5478,4
Low Fat,FDS08,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.05696122,5.735,176.337,4
Low Fat,FDZ55,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025408702,6.055,160.892,4
Low Fat,FDB44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.016958832,6.655,210.0586,4
Low Fat,FDI56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.093385381,7.325,91.3146,4
Low Fat,FDA19,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055127499,7.52,128.2994,4
Low Fat,FDW56,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.070900282,7.68,192.6162,4
Low Fat,FDU32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025967624,8.785,119.9414,4
Low Fat,FDU07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,11.1,150.1366,4
Low Fat,FDS07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099757833,12.35,113.9518,4
Low Fat,FDF20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033220169,12.85,196.6768,4
Low Fat,FDA32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.030094192,14,215.7192,4
Low Fat,FDE44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.17138805,14.65,50.7692,4
Low Fat,FDB09,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.057396092,16.25,125.8046,4
Low Fat,FDP07,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.089901774,18.2,197.511,4
Low Fat,FDR43,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.161489509,18.2,37.619,4
Low Fat,FDP20,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045669236,19.85,126.402,4
Low Fat,FDQ44,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.036140297,20.5,120.0756,4
Low Fat,FDE32,Fruits and Vegetables,2010,OUT046,Tier 1,Small,Supermarket Type1,0.04875891,20.7,37.3506,4
Low Fat,DRK47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.06406438,7.905,229.2694,4
Low Fat,DRG23,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.086781204,8.88,152.2682,4
Low Fat,DRJ35,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.046584552,10.1,61.2878,4
Low Fat,DRO47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0,10.195,114.086,4
Low Fat,DRP47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.140603316,15.75,252.8382,4
Low Fat,DRL47,Hard Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038736781,19.7,127.4362,4
Low Fat,NCM05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.059846975,6.825,262.5226,4
Low Fat,NCO05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.046559448,7.27,100.5384,4
Low Fat,NCL29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.113939434,9.695,160.2604,4
Low Fat,NCN17,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054939029,11,101.4358,4
Low Fat,NCQ29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.104230135,12,259.5278,4
Low Fat,NCL41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041737627,12.35,33.1216,4
Low Fat,NCT29,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.064110725,12.6,122.3414,4
Low Fat,NCA41,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.032586709,16.75,191.9162,4
Low Fat,NCK05,Health and Hygiene,2010,OUT046,Tier 1,Small,Supermarket Type1,0.077454252,20.1,59.2536,4
Low Fat,NCU30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034874689,5.11,161.721,4
Low Fat,NCS30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.093026207,5.945,128.7652,4
Low Fat,NCY42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.015162573,6.38,145.147,4
Low Fat,NCB19,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.090295708,6.525,84.6882,4
Low Fat,NCS06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0,7.935,263.691,4
Low Fat,NCS38,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.090191431,8.6,112.9176,4
Low Fat,NCS42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.069416467,8.6,92.5146,4
Low Fat,NCU54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.098622378,8.88,208.427,4
Low Fat,NCX54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048059871,9.195,105.8622,4
Low Fat,NCA18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.056077574,10.1,117.8492,4
Low Fat,NCN26,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.028679894,10.85,115.1808,4
Low Fat,NCG54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.079806266,12.1,172.1106,4
Low Fat,NCG07,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.052502049,12.3,190.853,4
Low Fat,NCJ18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.163941937,12.35,117.0124,4
Low Fat,NCU18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055840055,15.1,139.8496,4
Low Fat,NCE30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099136036,16,210.3902,4
Low Fat,NCX30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026620627,16.7,249.2776,4
Low Fat,NCF30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.126244059,17,124.6362,4
Low Fat,NCH30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067154053,17.1,114.386,4
Low Fat,NCL30,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048940428,18.1,127.5336,4
Low Fat,NCI42,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.010365546,18.75,207.0954,4
Low Fat,NCQ50,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034307348,18.75,215.2218,4
Low Fat,NCL18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.16758389,18.85,194.6136,4
Low Fat,NCC06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026986367,19,127.1336,4
Low Fat,NCB18,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041291169,19.6,86.9514,4
Low Fat,NCI43,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.025968706,19.85,49.5376,4
Low Fat,NCA06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.143283608,20.5,37.919,4
Low Fat,NCE54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026899856,20.7,73.9354,4
Low Fat,NCP06,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039245805,20.7,151.4366,4
Low Fat,NCD54,Household,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029008944,21.1,143.3786,4
Low Fat,FDM03,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0,12.65,107.8938,4
Low Fat,FDX15,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.156298858,17.2,162.1578,4
Low Fat,FDR39,Meat,2010,OUT046,Tier 1,Small,Supermarket Type1,0.083799283,20.35,184.1292,4
Low Fat,NCM07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039961837,9.395,84.0908,4
Low Fat,NCK07,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048686689,10.65,164.1526,4
Low Fat,NCN19,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0,13.1,189.253,4
Low Fat,NCP50,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020559846,17.35,78.7618,4
Low Fat,NCN14,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.091917786,19.1,182.7608,4
Low Fat,NCJ31,Others,2010,OUT046,Tier 1,Small,Supermarket Type1,0.182653772,19.2,243.0196,4
Low Fat,FDL33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.099962524,7.235,193.8452,4
Low Fat,FDR33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026788937,7.31,110.357,4
Low Fat,FDT21,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.020391845,7.42,248.9092,4
Low Fat,FDQ46,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103813029,7.51,113.7544,4
Low Fat,FDQ34,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.162242617,10.85,107.8622,4
Low Fat,FDH58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.036939673,12.3,113.1834,4
Low Fat,FDF58,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.009581155,13.3,64.951,4
Low Fat,FDJ09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0,15,43.4744,4
Low Fat,FDS57,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.103442268,15.5,144.847,4
Low Fat,FDI33,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.028418817,16.5,92.8146,4
Low Fat,FDY10,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049067877,17.6,115.6176,4
Low Fat,FDZ09,Snack Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.104878967,17.6,164.8868,4
Low Fat,DRC25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.045371855,5.73,86.0882,4
Low Fat,DRJ01,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.115032406,6.135,161.0236,4
Low Fat,DRL60,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.02705936,8.52,153.3682,4
Low Fat,DRH13,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.023885957,8.575,106.628,4
Low Fat,DRF25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.038925251,9,34.919,4
Low Fat,DRD37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.013841737,9.8,45.206,4
Low Fat,DRJ37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.061101383,10.8,151.9024,4
Low Fat,DRE37,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.094219593,13.5,189.9872,4
Low Fat,DRG36,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.095378221,14.15,170.5106,4
Low Fat,DRN36,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0,15.2,96.6752,4
Low Fat,DRI25,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033901442,19.6,56.2614,4
Low Fat,DRH49,Soft Drinks,2010,OUT046,Tier 1,Small,Supermarket Type1,0.024655594,19.7,84.3592,4
Low Fat,FDC35,Starchy Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.122837694,7.435,208.7638,4
Regular,FDC60,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.114472403,5.425,88.3514,4
Regular,FDZ36,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.065783783,6.035,188.224,4
Regular,FDT12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.049621701,6.215,226.1062,4
Regular,FDB49,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.030151351,8.3,98.7384,4
Regular,FDY12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.14061104,9.8,49.8008,4
Regular,FDA47,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.116673795,10.5,161.721,4
Regular,FDB12,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.105307659,11.15,102.0648,4
Regular,FDO48,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026840766,15,219.8456,4
Regular,FDX11,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.106752081,16,181.4634,4
Regular,FDZ47,Baking Goods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.07929647,20.7,97.2042,4
Regular,FDQ11,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067700925,5.695,256.5988,4
Regular,FDT11,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.029372367,5.94,186.7556,4
Regular,FDT23,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.074731477,7.72,77.5986,4
Regular,FDY47,Breads,2010,OUT046,Tier 1,Small,Supermarket Type1,0.054484461,8.6,130.131,4
Regular,FDR37,Breakfast,2010,OUT046,Tier 1,Small,Supermarket Type1,0.066249551,16.5,183.3292,4
Regular,FDQ49,Breakfast,2010,OUT046,Tier 1,Small,Supermarket Type1,0.039247736,20.2,157.663,4
Regular,FDA37,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.055226755,7.81,123.1046,4
Regular,FDD26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.072155462,8.71,183.3924,4
Regular,FDF38,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.026358005,11.8,39.6138,4
Regular,FDM02,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.073735058,12.5,87.1198,4
Regular,FDC14,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.041249072,14.5,40.5454,4
Regular,FDH50,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.16143544,15,185.1266,4
Regular,FDJ26,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.084765192,15.3,215.0218,4
Regular,FDZ25,Canned,2010,OUT046,Tier 1,Small,Supermarket Type1,0.027617046,15.7,168.279,4
Regular,FDW02,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.037699423,4.805,125.5704,4
Regular,FDW38,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.138679995,5.325,53.7298,4
Regular,FDX38,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.048207017,10.5,45.9376,4
Regular,FDQ26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067872402,13.5,57.8562,4
Regular,FDB03,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.156831826,17.75,241.0538,4
Regular,FDT26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.067953506,18.85,119.044,4
Regular,FDV26,Dairy,2010,OUT046,Tier 1,Small,Supermarket Type1,0.076160451,20.25,196.2794,4
Regular,FDP40,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.034357169,4.555,112.6544,4
Regular,FDH04,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.011372972,6.115,89.6488,4
Regular,FDD41,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.087260103,6.765,105.0306,4
Regular,FDM16,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.033555399,8.155,74.7354,4
Regular,FDI05,Frozen Foods,2010,OUT046,Tier 1,Small,Supermarket Type1,0.126869718,8.35,74.4354,4
